ts_hour,wind_speed_mps,wind_gust_mps,rain_mm,visibility_km,storm_flag
2025-02-06 17:00:00,0.2,1.21,0.0,11.72,0
2025-02-06 18:00:00,3.82,4.46,0.0,12.9,0
2025-02-06 19:00:00,2.95,3.46,0.0,10.8,0
2025-02-06 20:00:00,2.51,5.01,0.0,13.3,0
2025-02-06 21:00:00,0.3,1.98,0.0,12.08,0
2025-02-06 22:00:00,2.48,4.65,0.0,12.57,0
2025-02-06 23:00:00,1.98,4.62,0.0,11.16,0
2025-02-07 00:00:00,1.75,2.25,0.0,11.88,0
2025-02-07 01:00:00,3.25,5.94,0.0,11.47,0
2025-02-07 02:00:00,2.97,3.52,0.0,12.24,0
2025-02-07 03:00:00,3.21,4.52,0.0,11.13,0
2025-02-07 04:00:00,4.79,5.29,0.0,11.5,0
2025-02-07 05:00:00,4.29,7.07,0.0,13.65,0
2025-02-07 06:00:00,3.41,3.91,0.0,12.52,0
2025-02-07 07:00:00,3.23,3.79,0.0,12.3,0
2025-02-07 08:00:00,3.36,4.0,0.0,12.29,0
2025-02-07 09:00:00,3.48,5.32,0.0,13.17,0
2025-02-07 10:00:00,4.31,6.12,0.0,11.9,0
2025-02-07 11:00:00,2.16,5.14,0.0,12.75,0
2025-02-07 12:00:00,4.96,6.83,0.0,10.11,0
2025-02-07 13:00:00,3.7,6.86,0.0,11.9,0
2025-02-07 14:00:00,0.2,2.66,0.0,11.75,0
2025-02-07 15:00:00,2.75,3.61,0.0,11.58,0
2025-02-07 16:00:00,3.76,4.96,0.0,12.59,0
2025-02-07 17:00:00,2.9,6.71,0.0,11.89,0
2025-02-07 18:00:00,1.91,5.39,0.0,11.87,0
2025-02-07 19:00:00,2.36,5.35,0.0,11.37,0
2025-02-07 20:00:00,2.73,5.88,0.0,11.69,0
2025-02-07 21:00:00,3.57,6.12,0.0,10.39,0
2025-02-07 22:00:00,1.11,3.51,0.0,11.75,0
2025-02-07 23:00:00,2.28,4.33,0.0,10.87,0
2025-02-08 00:00:00,5.14,9.18,0.0,13.24,0
2025-02-08 01:00:00,3.42,4.86,0.0,12.59,0
2025-02-08 02:00:00,5.41,7.7,0.0,12.73,0
2025-02-08 03:00:00,7.32,7.82,0.0,10.94,0
2025-02-08 04:00:00,3.28,3.78,0.0,12.67,0
2025-02-08 05:00:00,2.51,6.69,0.0,11.47,0
2025-02-08 06:00:00,3.66,6.4,0.0,12.22,0
2025-02-08 07:00:00,5.27,7.01,0.0,11.85,0
2025-02-08 08:00:00,5.35,7.45,0.0,10.9,0
2025-02-08 09:00:00,6.47,6.97,0.0,11.17,0
2025-02-08 10:00:00,3.53,5.02,0.0,12.53,0
2025-02-08 11:00:00,3.97,4.47,0.0,12.5,0
2025-02-08 12:00:00,2.32,3.97,0.0,10.9,0
2025-02-08 13:00:00,0.2,3.02,0.0,12.91,0
2025-02-08 14:00:00,2.73,5.27,0.0,11.69,0
2025-02-08 15:00:00,1.23,5.13,0.0,10.97,0
2025-02-08 16:00:00,3.25,5.61,0.0,11.56,0
2025-02-08 17:00:00,0.2,0.7,0.0,10.92,0
2025-02-08 18:00:00,1.49,5.83,0.0,11.42,0
2025-02-08 19:00:00,2.72,3.71,0.0,11.62,0
2025-02-08 20:00:00,2.93,5.12,0.0,12.41,0
2025-02-08 21:00:00,2.55,4.67,0.0,12.65,0
2025-02-08 22:00:00,5.02,7.31,4.98,11.11,0
2025-02-08 23:00:00,4.85,6.91,0.0,12.63,0
2025-02-09 00:00:00,2.32,4.4,0.0,10.48,0
2025-02-09 01:00:00,5.28,5.78,0.0,10.84,0
2025-02-09 02:00:00,5.66,10.76,0.0,12.88,0
2025-02-09 03:00:00,3.56,6.34,0.0,11.63,0
2025-02-09 04:00:00,3.89,5.95,0.0,11.89,0
2025-02-09 05:00:00,3.85,8.07,0.0,12.51,0
2025-02-09 06:00:00,3.17,3.88,0.0,13.03,0
2025-02-09 07:00:00,3.26,6.3,0.0,12.38,0
2025-02-09 08:00:00,5.42,6.75,0.0,11.31,0
2025-02-09 09:00:00,4.23,6.72,0.0,11.02,0
2025-02-09 10:00:00,2.88,5.39,0.0,11.14,0
2025-02-09 11:00:00,2.24,2.74,0.0,12.98,0
2025-02-09 12:00:00,2.23,2.73,0.0,12.69,0
2025-02-09 13:00:00,2.74,6.64,0.0,12.04,0
2025-02-09 14:00:00,3.84,5.54,0.0,10.86,0
2025-02-09 15:00:00,1.55,5.95,0.0,12.71,0
2025-02-09 16:00:00,3.53,7.1,0.0,12.15,0
2025-02-09 17:00:00,2.61,4.34,0.0,11.39,0
2025-02-09 18:00:00,2.51,4.14,0.0,11.96,0
2025-02-09 19:00:00,3.6,7.58,0.0,12.41,0
2025-02-09 20:00:00,3.46,7.99,0.0,11.64,0
2025-02-09 21:00:00,0.89,2.55,0.0,11.17,0
2025-02-09 22:00:00,1.44,5.29,0.0,12.15,0
2025-02-09 23:00:00,2.66,5.9,0.0,12.2,0
2025-02-10 00:00:00,3.54,6.98,0.0,10.49,0
2025-02-10 01:00:00,4.96,7.08,0.0,11.94,0
2025-02-10 02:00:00,3.59,4.78,0.0,11.33,0
2025-02-10 03:00:00,5.72,6.46,0.0,12.38,0
2025-02-10 04:00:00,2.96,3.46,0.0,10.64,0
2025-02-10 05:00:00,3.24,7.53,0.0,10.98,0
2025-02-10 06:00:00,3.54,5.56,0.0,10.13,0
2025-02-10 07:00:00,2.9,3.53,0.0,12.33,0
2025-02-10 08:00:00,5.2,8.4,0.0,10.8,0
2025-02-10 09:00:00,0.35,1.78,0.0,10.94,0
2025-02-10 10:00:00,2.91,4.13,0.0,11.93,0
2025-02-10 11:00:00,4.7,9.18,0.0,11.87,0
2025-02-10 12:00:00,2.74,3.24,0.0,12.51,0
2025-02-10 13:00:00,4.19,6.47,0.0,12.59,0
2025-02-10 14:00:00,5.35,6.64,0.0,12.9,0
2025-02-10 15:00:00,2.64,3.74,0.0,13.29,0
2025-02-10 16:00:00,3.82,4.32,0.0,12.83,0
2025-02-10 17:00:00,5.24,7.31,0.0,12.27,0
2025-02-10 18:00:00,2.79,3.75,0.0,12.17,0
2025-02-10 19:00:00,2.28,4.99,0.0,12.49,0
2025-02-10 20:00:00,3.5,5.45,0.0,10.38,0
2025-02-10 21:00:00,3.97,5.59,0.0,11.88,0
2025-02-10 22:00:00,2.66,3.62,0.0,10.54,0
2025-02-10 23:00:00,2.32,6.04,0.0,11.41,0
2025-02-11 00:00:00,5.14,8.02,0.0,10.82,0
2025-02-11 01:00:00,2.96,4.15,0.0,12.31,0
2025-02-11 02:00:00,4.91,5.41,0.0,12.48,0
2025-02-11 03:00:00,3.96,4.46,0.0,12.97,0
2025-02-11 04:00:00,5.97,9.33,0.0,11.23,0
2025-02-11 05:00:00,2.83,5.93,0.0,11.47,0
2025-02-11 06:00:00,2.86,6.12,3.42,11.67,0
2025-02-11 07:00:00,4.88,6.73,0.0,11.59,0
2025-02-11 08:00:00,2.42,5.38,0.0,11.43,0
2025-02-11 09:00:00,3.79,7.02,0.0,12.57,0
2025-02-11 10:00:00,5.34,7.25,0.0,12.41,0
2025-02-11 11:00:00,1.15,2.72,3.03,11.71,0
2025-02-11 12:00:00,3.56,4.39,0.0,12.39,0
2025-02-11 13:00:00,4.33,6.84,0.0,11.68,0
2025-02-11 14:00:00,2.65,5.32,0.0,13.1,0
2025-02-11 15:00:00,1.4,2.91,0.0,12.71,0
2025-02-11 16:00:00,2.07,3.73,0.0,11.99,0
2025-02-11 17:00:00,1.3,3.04,0.0,12.71,0
2025-02-11 18:00:00,2.36,5.31,0.0,11.99,0
2025-02-11 19:00:00,1.98,2.48,0.0,11.26,0
2025-02-11 20:00:00,1.77,2.45,0.0,12.09,0
2025-02-11 21:00:00,3.07,3.77,0.0,13.54,0
2025-02-11 22:00:00,4.58,6.4,0.0,12.83,0
2025-02-11 23:00:00,3.27,5.65,0.0,12.33,0
2025-02-12 00:00:00,4.66,5.38,0.0,11.28,0
2025-02-12 01:00:00,5.15,8.24,0.0,11.05,0
2025-02-12 02:00:00,2.75,6.5,0.0,11.8,0
2025-02-12 03:00:00,3.95,6.44,0.0,11.51,0
2025-02-12 04:00:00,3.23,6.58,0.0,12.01,0
2025-02-12 05:00:00,2.04,2.95,0.0,12.12,0
2025-02-12 06:00:00,4.28,5.21,0.0,10.86,0
2025-02-12 07:00:00,2.56,5.18,0.0,11.33,0
2025-02-12 08:00:00,4.32,6.28,0.0,11.72,0
2025-02-12 09:00:00,1.75,2.68,0.0,12.35,0
2025-02-12 10:00:00,3.66,7.37,0.0,12.38,0
2025-02-12 11:00:00,1.37,3.73,7.38,8.59,0
2025-02-12 12:00:00,3.86,6.7,0.0,11.02,0
2025-02-12 13:00:00,2.37,3.56,0.0,11.24,0
2025-02-12 14:00:00,2.06,6.08,0.0,12.64,0
2025-02-12 15:00:00,3.84,5.65,0.0,11.62,0
2025-02-12 16:00:00,1.97,5.19,0.0,12.09,0
2025-02-12 17:00:00,2.41,3.71,2.66,11.4,0
2025-02-12 18:00:00,2.01,4.21,0.0,12.98,0
2025-02-12 19:00:00,2.89,5.56,0.0,11.02,0
2025-02-12 20:00:00,3.61,8.0,0.0,12.97,0
2025-02-12 21:00:00,3.49,4.96,0.0,12.46,0
2025-02-12 22:00:00,2.09,4.33,0.0,13.33,0
2025-02-12 23:00:00,4.29,7.0,0.0,13.12,0
2025-02-13 00:00:00,1.92,2.42,0.0,12.09,0
2025-02-13 01:00:00,2.34,2.84,0.0,11.4,0
2025-02-13 02:00:00,3.27,4.07,0.0,12.53,0
2025-02-13 03:00:00,4.84,8.0,0.0,11.1,0
2025-02-13 04:00:00,2.31,6.37,0.0,12.17,0
2025-02-13 05:00:00,4.86,5.76,0.0,11.4,0
2025-02-13 06:00:00,3.76,4.3,0.0,11.81,0
2025-02-13 07:00:00,3.27,7.11,0.0,10.25,0
2025-02-13 08:00:00,5.03,6.35,0.0,11.93,0
2025-02-13 09:00:00,2.62,4.18,0.0,12.1,0
2025-02-13 10:00:00,6.16,9.91,0.0,11.57,0
2025-02-13 11:00:00,3.02,6.57,0.0,11.93,0
2025-02-13 12:00:00,3.2,6.32,0.0,11.13,0
2025-02-13 13:00:00,4.67,5.17,0.0,12.62,0
2025-02-13 14:00:00,2.83,3.33,0.0,12.02,0
2025-02-13 15:00:00,3.88,7.23,0.0,13.79,0
2025-02-13 16:00:00,0.2,2.58,0.0,12.23,0
2025-02-13 17:00:00,1.72,2.78,0.0,12.31,0
2025-02-13 18:00:00,2.7,4.28,0.0,11.62,0
2025-02-13 19:00:00,3.55,6.88,0.0,12.95,0
2025-02-13 20:00:00,3.25,7.08,0.59,11.45,0
2025-02-13 21:00:00,3.27,5.26,0.0,13.38,0
2025-02-13 22:00:00,3.89,5.07,0.0,13.36,0
2025-02-13 23:00:00,3.38,5.05,2.69,10.65,0
2025-02-14 00:00:00,0.42,4.03,0.0,11.78,0
2025-02-14 01:00:00,4.93,8.52,0.0,11.42,0
2025-02-14 02:00:00,2.39,4.62,0.0,10.93,0
2025-02-14 03:00:00,3.93,5.3,0.0,12.23,0
2025-02-14 04:00:00,3.9,7.2,0.0,12.0,0
2025-02-14 05:00:00,3.82,7.77,0.0,12.53,0
2025-02-14 06:00:00,2.46,2.96,0.0,11.96,0
2025-02-14 07:00:00,1.44,3.16,0.0,12.7,0
2025-02-14 08:00:00,2.48,5.87,0.0,11.96,0
2025-02-14 09:00:00,4.55,6.64,0.0,11.84,0
2025-02-14 10:00:00,1.66,3.07,0.0,12.07,0
2025-02-14 11:00:00,2.14,4.37,0.0,12.61,0
2025-02-14 12:00:00,3.49,5.94,0.0,11.7,0
2025-02-14 13:00:00,1.55,2.2,0.0,12.73,0
2025-02-14 14:00:00,1.94,4.05,0.0,11.41,0
2025-02-14 15:00:00,2.52,4.97,0.0,11.75,0
2025-02-14 16:00:00,2.64,4.05,0.0,10.51,0
2025-02-14 17:00:00,0.96,2.03,0.0,11.73,0
2025-02-14 18:00:00,2.36,3.72,0.0,11.1,0
2025-02-14 19:00:00,2.7,3.53,0.0,12.44,0
2025-02-14 20:00:00,0.77,3.79,0.0,12.41,0
2025-02-14 21:00:00,2.68,3.5,0.0,12.97,0
2025-02-14 22:00:00,1.73,3.96,0.0,13.33,0
2025-02-14 23:00:00,2.93,4.48,0.0,11.87,0
2025-02-15 00:00:00,3.83,4.98,0.0,11.41,0
2025-02-15 01:00:00,2.96,6.61,0.0,12.38,0
2025-02-15 02:00:00,4.46,6.3,0.0,11.69,0
2025-02-15 03:00:00,4.48,5.68,0.0,11.52,0
2025-02-15 04:00:00,4.75,5.83,0.0,11.99,0
2025-02-15 05:00:00,4.22,6.63,0.0,11.53,0
2025-02-15 06:00:00,5.09,8.08,0.0,13.65,0
2025-02-15 07:00:00,4.2,7.72,0.0,11.79,0
2025-02-15 08:00:00,1.66,3.46,0.0,11.98,0
2025-02-15 09:00:00,2.58,4.31,0.0,12.65,0
2025-02-15 10:00:00,3.11,5.27,0.0,13.75,0
2025-02-15 11:00:00,3.07,5.27,0.0,11.82,0
2025-02-15 12:00:00,3.39,4.47,0.0,10.5,0
2025-02-15 13:00:00,1.79,5.54,0.0,11.94,0
2025-02-15 14:00:00,4.97,7.0,0.0,10.64,0
2025-02-15 15:00:00,2.28,4.92,0.0,11.59,0
2025-02-15 16:00:00,2.26,4.77,0.0,13.2,0
2025-02-15 17:00:00,1.39,3.87,0.0,11.36,0
2025-02-15 18:00:00,0.96,1.76,4.93,9.44,0
2025-02-15 19:00:00,2.04,4.03,0.0,12.69,0
2025-02-15 20:00:00,2.3,7.04,0.0,11.83,0
2025-02-15 21:00:00,2.29,6.2,0.0,12.97,0
2025-02-15 22:00:00,4.55,6.74,0.0,11.78,0
2025-02-15 23:00:00,2.61,4.17,0.0,12.52,0
2025-02-16 00:00:00,2.83,3.33,0.0,10.77,0
2025-02-16 01:00:00,4.12,5.53,0.0,11.25,0
2025-02-16 02:00:00,3.13,5.04,0.0,11.85,0
2025-02-16 03:00:00,4.15,5.77,0.0,11.68,0
2025-02-16 04:00:00,2.1,3.8,0.0,14.0,0
2025-02-16 05:00:00,2.18,4.93,4.4,11.27,0
2025-02-16 06:00:00,3.88,4.68,0.0,12.79,0
2025-02-16 07:00:00,3.43,5.76,0.0,11.86,0
2025-02-16 08:00:00,2.66,4.53,0.0,10.89,0
2025-02-16 09:00:00,3.65,4.59,0.0,13.34,0
2025-02-16 10:00:00,3.59,7.6,0.0,10.7,0
2025-02-16 11:00:00,2.29,5.19,0.0,11.56,0
2025-02-16 12:00:00,2.31,3.37,0.0,12.46,0
2025-02-16 13:00:00,2.99,5.61,0.0,14.09,0
2025-02-16 14:00:00,1.31,1.81,0.0,13.39,0
2025-02-16 15:00:00,1.65,2.85,0.0,12.5,0
2025-02-16 16:00:00,2.88,6.48,0.0,13.72,0
2025-02-16 17:00:00,2.14,4.56,0.0,11.6,0
2025-02-16 18:00:00,1.56,3.89,0.0,12.36,0
2025-02-16 19:00:00,1.08,4.26,0.0,13.17,0
2025-02-16 20:00:00,1.03,3.76,0.0,10.88,0
2025-02-16 21:00:00,2.21,3.89,0.0,12.3,0
2025-02-16 22:00:00,4.97,8.09,0.0,12.35,0
2025-02-16 23:00:00,3.41,3.91,0.0,12.33,0
2025-02-17 00:00:00,1.31,2.51,0.0,11.17,0
2025-02-17 01:00:00,3.97,5.85,0.0,12.35,0
2025-02-17 02:00:00,2.4,5.06,0.0,12.24,0
2025-02-17 03:00:00,3.47,5.08,0.0,11.56,0
2025-02-17 04:00:00,2.9,3.4,0.0,12.62,0
2025-02-17 05:00:00,6.11,6.61,0.0,13.08,0
2025-02-17 06:00:00,2.35,4.27,0.0,11.44,0
2025-02-17 07:00:00,4.06,5.49,0.0,12.4,0
2025-02-17 08:00:00,2.78,3.69,0.0,13.1,0
2025-02-17 09:00:00,4.36,5.07,0.0,13.12,0
2025-02-17 10:00:00,3.66,5.82,0.0,11.88,0
2025-02-17 11:00:00,4.62,8.19,0.0,12.86,0
2025-02-17 12:00:00,3.77,5.93,0.0,11.81,0
2025-02-17 13:00:00,1.87,5.45,0.0,12.65,0
2025-02-17 14:00:00,6.01,7.56,0.0,11.41,0
2025-02-17 15:00:00,3.01,5.54,0.0,10.78,0
2025-02-17 16:00:00,1.56,5.18,0.0,12.43,0
2025-02-17 17:00:00,2.38,4.2,0.0,12.7,0
2025-02-17 18:00:00,2.87,4.9,0.0,12.56,0
2025-02-17 19:00:00,2.85,4.4,0.0,11.35,0
2025-02-17 20:00:00,2.81,5.52,0.0,10.02,0
2025-02-17 21:00:00,3.5,6.59,0.0,12.7,0
2025-02-17 22:00:00,3.55,5.97,0.0,13.17,0
2025-02-17 23:00:00,1.69,3.41,0.0,10.48,0
2025-02-18 00:00:00,5.41,5.91,0.0,11.76,0
2025-02-18 01:00:00,5.45,7.4,0.0,11.25,0
2025-02-18 02:00:00,4.25,6.02,0.0,12.2,0
2025-02-18 03:00:00,3.5,5.78,0.0,13.07,0
2025-02-18 04:00:00,3.64,5.78,0.0,11.81,0
2025-02-18 05:00:00,3.27,7.16,0.0,11.6,0
2025-02-18 06:00:00,3.45,4.62,0.0,12.31,0
2025-02-18 07:00:00,1.03,1.53,0.0,10.3,0
2025-02-18 08:00:00,5.41,6.04,0.0,12.67,0
2025-02-18 09:00:00,4.86,6.1,3.52,11.61,0
2025-02-18 10:00:00,1.27,4.57,0.0,12.0,0
2025-02-18 11:00:00,4.16,4.66,0.0,11.65,0
2025-02-18 12:00:00,2.88,3.48,0.0,11.77,0
2025-02-18 13:00:00,2.44,4.94,0.0,11.78,0
2025-02-18 14:00:00,3.08,6.1,0.0,11.95,0
2025-02-18 15:00:00,0.23,0.73,0.0,10.75,0
2025-02-18 16:00:00,2.18,2.68,0.0,12.33,0
2025-02-18 17:00:00,2.21,3.26,0.0,11.71,0
2025-02-18 18:00:00,2.18,4.97,0.0,12.02,0
2025-02-18 19:00:00,0.47,2.64,0.0,11.54,0
2025-02-18 20:00:00,2.73,3.83,0.0,12.3,0
2025-02-18 21:00:00,3.59,6.48,0.0,13.06,0
2025-02-18 22:00:00,2.97,5.12,0.0,12.17,0
2025-02-18 23:00:00,2.4,4.27,0.0,10.69,0
2025-02-19 00:00:00,6.09,6.59,0.0,12.0,0
2025-02-19 01:00:00,1.96,3.03,0.0,12.17,0
2025-02-19 02:00:00,4.19,8.54,0.0,11.96,0
2025-02-19 03:00:00,3.72,5.31,0.0,11.39,0
2025-02-19 04:00:00,5.97,6.82,0.0,11.96,0
2025-02-19 05:00:00,4.1,5.64,0.0,12.67,0
2025-02-19 06:00:00,4.38,6.52,0.0,11.76,0
2025-02-19 07:00:00,4.24,7.3,0.0,13.1,0
2025-02-19 08:00:00,2.28,5.03,0.0,11.48,0
2025-02-19 09:00:00,2.38,3.57,0.0,11.18,0
2025-02-19 10:00:00,2.93,6.46,0.0,11.81,0
2025-02-19 11:00:00,4.22,7.19,0.0,10.37,0
2025-02-19 12:00:00,3.14,4.61,0.0,11.99,0
2025-02-19 13:00:00,2.4,4.25,0.0,11.73,0
2025-02-19 14:00:00,4.11,6.83,0.8,12.27,0
2025-02-19 15:00:00,0.2,3.49,0.0,10.63,0
2025-02-19 16:00:00,0.61,1.11,0.0,12.61,0
2025-02-19 17:00:00,0.2,2.28,4.53,10.54,0
2025-02-19 18:00:00,3.51,5.47,0.0,13.27,0
2025-02-19 19:00:00,1.97,3.29,0.0,11.86,0
2025-02-19 20:00:00,3.33,4.64,0.0,12.27,0
2025-02-19 21:00:00,2.16,5.43,0.0,12.51,0
2025-02-19 22:00:00,3.69,6.33,0.0,10.37,0
2025-02-19 23:00:00,2.5,7.03,0.0,12.89,0
2025-02-20 00:00:00,3.33,4.64,0.0,11.9,0
2025-02-20 01:00:00,3.36,5.52,0.0,10.98,0
2025-02-20 02:00:00,3.64,6.01,0.0,11.94,0
2025-02-20 03:00:00,5.42,8.5,0.0,12.94,0
2025-02-20 04:00:00,1.58,5.21,0.0,11.73,0
2025-02-20 05:00:00,3.53,5.64,0.0,12.08,0
2025-02-20 06:00:00,3.87,4.56,0.0,10.4,0
2025-02-20 07:00:00,3.67,4.81,0.0,11.32,0
2025-02-20 08:00:00,3.05,5.22,0.0,12.57,0
2025-02-20 09:00:00,2.76,6.11,0.0,12.85,0
2025-02-20 10:00:00,5.07,5.57,0.0,12.17,0
2025-02-20 11:00:00,2.96,3.55,0.0,12.47,0
2025-02-20 12:00:00,5.76,8.67,0.0,11.68,0
2025-02-20 13:00:00,3.26,3.76,0.0,12.02,0
2025-02-20 14:00:00,2.09,2.74,0.0,11.15,0
2025-02-20 15:00:00,2.93,6.3,0.0,11.61,0
2025-02-20 16:00:00,2.27,4.01,0.0,11.98,0
2025-02-20 17:00:00,3.67,5.32,0.0,10.75,0
2025-02-20 18:00:00,0.63,4.28,0.0,13.92,0
2025-02-20 19:00:00,0.2,0.92,0.0,11.44,0
2025-02-20 20:00:00,2.58,3.08,0.0,12.17,0
2025-02-20 21:00:00,3.27,7.23,0.0,11.0,0
2025-02-20 22:00:00,2.78,5.06,0.0,9.58,0
2025-02-20 23:00:00,3.44,6.25,0.0,13.37,0
2025-02-21 00:00:00,3.44,5.07,0.0,12.05,0
2025-02-21 01:00:00,1.24,3.12,3.6,9.0,0
2025-02-21 02:00:00,3.55,4.71,0.0,11.18,0
2025-02-21 03:00:00,4.96,7.34,0.0,13.65,0
2025-02-21 04:00:00,3.71,6.71,0.0,12.39,0
2025-02-21 05:00:00,2.01,4.25,0.0,9.94,0
2025-02-21 06:00:00,3.21,6.48,0.0,11.59,0
2025-02-21 07:00:00,4.25,7.05,0.0,11.85,0
2025-02-21 08:00:00,5.66,6.4,0.0,12.42,0
2025-02-21 09:00:00,1.03,2.86,0.0,11.99,0
2025-02-21 10:00:00,3.65,5.11,0.0,10.61,0
2025-02-21 11:00:00,1.9,4.81,0.0,11.49,0
2025-02-21 12:00:00,3.42,5.98,0.0,11.27,0
2025-02-21 13:00:00,3.31,5.46,0.0,12.6,0
2025-02-21 14:00:00,2.13,5.35,0.0,11.57,0
2025-02-21 15:00:00,3.0,3.5,0.0,11.56,0
2025-02-21 16:00:00,3.49,4.76,0.0,11.79,0
2025-02-21 17:00:00,1.84,3.22,0.0,11.31,0
2025-02-21 18:00:00,0.41,2.71,0.0,13.21,0
2025-02-21 19:00:00,3.75,6.41,0.0,12.9,0
2025-02-21 20:00:00,3.11,5.11,0.0,12.94,0
2025-02-21 21:00:00,2.92,3.42,0.0,11.01,0
2025-02-21 22:00:00,1.58,4.07,0.0,12.28,0
2025-02-21 23:00:00,3.79,5.94,0.0,12.63,0
2025-02-22 00:00:00,5.24,5.74,0.0,11.18,0
2025-02-22 01:00:00,2.85,4.5,1.72,10.46,0
2025-02-22 02:00:00,3.3,5.75,0.0,11.21,0
2025-02-22 03:00:00,2.08,6.06,0.0,10.83,0
2025-02-22 04:00:00,2.62,3.31,0.0,12.84,0
2025-02-22 05:00:00,2.27,5.22,0.0,12.76,0
2025-02-22 06:00:00,3.75,4.46,0.0,11.74,0
2025-02-22 07:00:00,3.15,3.65,0.0,11.95,0
2025-02-22 08:00:00,3.93,4.48,0.0,11.45,0
2025-02-22 09:00:00,2.29,5.01,0.0,13.85,0
2025-02-22 10:00:00,2.99,5.14,0.0,11.65,0
2025-02-22 11:00:00,1.85,3.48,0.0,11.58,0
2025-02-22 12:00:00,3.02,5.56,0.0,11.9,0
2025-02-22 13:00:00,0.62,2.67,0.0,10.95,0
2025-02-22 14:00:00,2.57,4.7,0.0,12.21,0
2025-02-22 15:00:00,1.89,3.53,0.0,13.14,0
2025-02-22 16:00:00,2.31,3.08,0.0,11.86,0
2025-02-22 17:00:00,0.2,4.23,0.0,12.64,0
2025-02-22 18:00:00,2.78,6.46,0.0,10.43,0
2025-02-22 19:00:00,1.66,5.57,0.0,11.24,0
2025-02-22 20:00:00,2.36,3.71,0.0,12.08,0
2025-02-22 21:00:00,0.2,1.38,0.0,10.52,0
2025-02-22 22:00:00,0.9,2.4,0.0,12.26,0
2025-02-22 23:00:00,2.11,5.4,0.0,11.75,0
2025-02-23 00:00:00,4.42,6.42,0.0,12.24,0
2025-02-23 01:00:00,3.61,4.96,0.0,11.81,0
2025-02-23 02:00:00,3.32,5.76,0.0,11.87,0
2025-02-23 03:00:00,2.22,3.34,0.0,9.92,0
2025-02-23 04:00:00,2.13,2.63,0.0,11.13,0
2025-02-23 05:00:00,3.87,6.03,0.0,12.41,0
2025-02-23 06:00:00,4.41,5.79,2.02,10.16,0
2025-02-23 07:00:00,3.79,5.78,0.0,11.21,0
2025-02-23 08:00:00,5.51,6.01,0.0,11.65,0
2025-02-23 09:00:00,2.51,3.44,0.0,11.72,0
2025-02-23 10:00:00,3.38,5.33,0.0,12.57,0
2025-02-23 11:00:00,0.94,1.44,0.0,12.18,0
2025-02-23 12:00:00,3.02,3.52,0.0,11.47,0
2025-02-23 13:00:00,4.32,6.37,0.0,10.63,0
2025-02-23 14:00:00,1.12,3.96,0.0,14.45,0
2025-02-23 15:00:00,3.21,4.14,0.0,12.03,0
2025-02-23 16:00:00,3.8,5.49,0.0,12.73,0
2025-02-23 17:00:00,1.17,2.88,0.0,10.09,0
2025-02-23 18:00:00,2.53,3.03,0.0,11.7,0
2025-02-23 19:00:00,3.89,7.31,0.0,11.67,0
2025-02-23 20:00:00,2.35,4.13,0.0,11.63,0
