vessel_id,vessel_name,imo_mmsi,line_operator,loa_m,beam_m,draft_m
V0026,CS EAGLE 674,IMO9612024|MMSI961333669,Samsara Shipping,352.83834970737615,52.426864030346586,13.444661205525538
V0027,NEPTUNE HORIZON 688,IMO9676856|MMSI722119408,ONE,285.4799546616408,39.56644123423839,11.25107089088076
V0028,OOCL PRIDE 551,IMO9223508|MMSI943189555,ZIM,230.20391226834647,41.05088660012466,10.86309165189385
V0029,ARABIAN HORIZON 449,IMO9874244|MMSI983275843,COSCO,292.1774935247654,43.079816568500846,11.320428448691112
V0030,APL VOYAGER 119,IMO9932931|MMSI514929002,Maersk,292.6446663258054,44.79933285846356,11.980199740420677
V0031,PACIFIC NAVIGATOR 650,IMO9894343|MMSI683450553,COSCO,257.97019596980533,33.927557386306006,13.07767872867034
V0032,APL EAGLE 131,IMO9043860|MMSI730989881,COSCO,251.1090657643398,37.92695806851124,10.194432663517393
V0033,ATLANTIC NAVIGATOR 106,IMO9370858|MMSI836344399,Hapag-Lloyd,266.2607007352631,35.516990999492386,11.362873647752146
V0034,ORION STAR 184,IMO9772343|MMSI756681425,CMA CGM,310.70836117195336,41.40509773168948,13.59466859977288
V0035,OOCL EAGLE 894,IMO9040605|MMSI905399561,CMA CGM,170.1678987584265,26.130926701623537,10.076946736075493
V0036,ATLANTIC EXPLORER 25,IMO9692094|MMSI607371533,ONE,334.2164154198651,44.633144916925175,13.532460170198108
V0037,NEPTUNE NAVIGATOR 864,IMO9562262|MMSI755569462,COSCO,296.18923942774177,48.65633982991076,13.355454146329595
V0038,INDIA STAR 112,IMO9625550|MMSI866609283,Samsara Shipping,279.20238601754073,50.17890253997234,14.219765275490303
V0039,PACIFIC VOYAGER 46,IMO9743215|MMSI868213197,Evergreen,310.2865991492461,41.96837104749896,11.788586931189835
V0040,CS NAVIGATOR 943,IMO9346239|MMSI737064353,Evergreen,302.98802626592743,46.54311519767001,14.07026189070765
V0041,BAY EAGLE 714,IMO9310016|MMSI995295870,Evergreen,329.8370504868622,47.24935575313849,11.637287226582554
V0042,ARABIAN EAGLE 562,IMO9874224|MMSI400435874,Samsara Shipping,316.2873279480788,44.72372706992486,13.543634933226892
V0043,TRITON PHOENIX 692,IMO9224082|MMSI948868899,ZIM,262.00184741025106,36.59440109528501,11.84768592448388
V0044,BAY PRIDE 839,IMO9998243|MMSI652188235,ONE,345.0265102002249,39.90348505217004,11.982183031585532
V0045,MT EXPLORER 487,IMO9640967|MMSI478198716,MSC,229.9836814243441,34.06322745708973,10.504085625110253
V0046,NEPTUNE EXPLORER 152,IMO9687926|MMSI405953697,ZIM,341.8808110332417,45.09673646548287,11.540436616356226
V0047,YM CHALLENGER 531,IMO9487115|MMSI453921577,Hapag-Lloyd,254.54303373976973,37.58980597424148,9.36490075411548
V0048,TRITON NAVIGATOR 544,IMO9586075|MMSI740696084,CMA CGM,246.81079194338378,37.25822343561883,12.562956475693145
V0049,SAPPHIRE PHOENIX 266,IMO9788295|MMSI665471644,CMA CGM,298.42823621114644,40.88050627670461,11.22090854811845
V0050,TRITON PRIDE 731,IMO9299607|MMSI651785565,ONE,340.6376787695163,50.06266443366861,14.941014762625745
V0051,ATLANTIC EAGLE 711,IMO9160227|MMSI629730155,CMA CGM,302.2041345371728,52.04470588028849,14.240294118496923
V0052,PACIFIC EAGLE 399,IMO9948791|MMSI420972273,MSC,231.99274799553356,38.68207082475368,11.474174985828911
V0053,GULF VOYAGER 772,IMO9408930|MMSI849920675,MSC,216.78161931032943,32.83807245422278,10.978769274067462
V0054,SAPPHIRE STAR 768,IMO9565621|MMSI455926488,Maersk,,,
V0055,MV EXPLORER 205,IMO9879995|MMSI421882877,MSC,249.6716308026518,41.50360759213636,11.705759048889849
V0056,PACIFIC PHOENIX 717,IMO9268690|MMSI796098177,Samsara Shipping,291.24474823861874,41.372675797825885,15.663195889792075
V0057,OOCL SPIRIT 27,IMO9974008|MMSI734961542,ONE,361.289782066452,47.9273586823916,12.251251352918443
V0058,CS SPIRIT 708,IMO9870917|MMSI660757540,Hapag-Lloyd,258.18358378011465,33.85171053645451,10.34451066133766
V0059,ORION NAVIGATOR 380,IMO9072306|MMSI943271261,COSCO,335.5566985437565,38.80784804125131,14.692422895120073
V0060,ORION TRADER 651,IMO9934884|MMSI893641365,Maersk,325.97882250237177,42.27226596914337,12.585950492862866
V0061,ORION CHALLENGER 607,IMO9281433|MMSI746071904,ZIM,211.0750793623828,39.023979246840305,11.217173480908043
V0062,ATLANTIC PHOENIX 584,IMO9639979|MMSI806936666,ZIM,204.8461652945901,31.8607866206099,12.342508833332893
V0063,PACIFIC TRADER 817,IMO9270902|MMSI765436049,ZIM,331.43508729367574,39.923036670338185,14.524465859115308
V0064,PACIFIC PRIDE 248,IMO9755053|MMSI836398872,Adani Logistics,319.6562984597059,46.33549132936627,13.636602642584604
V0065,MV PRIDE 302,IMO9232360|MMSI834222401,ZIM,325.6344474617768,48.266056447249206,11.820707681450777
V0066,GULF EAGLE 764,IMO9577124|MMSI755184454,Adani Logistics,347.93488688418654,39.135514602651035,13.227589907162407
V0067,OOCL CHALLENGER 198,IMO9330876|MMSI528370927,Hapag-Lloyd,268.9187860200471,39.405340424521874,10.887026226489628
V0068,SAPPHIRE VOYAGER 742,IMO9618226|MMSI963324548,Hapag-Lloyd,333.71151946645756,47.32803413594086,13.15107030129337
V0069,GULF HORIZON 310,IMO9014835|MMSI973523188,Hapag-Lloyd,336.7993286058458,44.96847166080825,11.713060526143936
V0070,APL NAVIGATOR 890,IMO9789359|MMSI927076988,ONE,224.69230725663328,44.383764214899,12.680824191645588
V0071,TRITON TRADER 189,IMO9053872|MMSI671096600,ZIM,218.63460893086722,44.33231100308967,13.28431752085697
V0072,CS SPIRIT 645,IMO9719796|MMSI457562304,ZIM,,,
V0073,OOCL UNITY 783,IMO9436390|MMSI642329714,Hapag-Lloyd,316.244200881312,44.05144492505837,15.663197840240528
V0074,ORION VOYAGER 583,IMO9651194|MMSI464671796,Samsara Shipping,161.55580317327897,23.023092609751973,11.04157165079091
V0075,CS HORIZON 246,IMO9182256|MMSI992697161,ONE,319.0613930161882,42.01740280610581,11.518294122759789
V0076,MT EXPLORER 296,IMO9741296|MMSI703566540,ONE,283.6188427881851,35.38204554626287,11.16097748749806
V0077,PACIFIC EAGLE 118,IMO9571015|MMSI641387305,Samsara Shipping,,,
V0078,YM VOYAGER 610,IMO9785339|MMSI709893263,MSC,218.75303708256888,39.119027615607244,12.040129151051032
V0079,SAPPHIRE PHOENIX 83,IMO9627086|MMSI442800191,ONE,277.9719714272175,50.93237472370993,12.28648718657814
V0080,ATLANTIC NAVIGATOR 857,IMO9902317|MMSI422275263,Maersk,300.82735128318313,52.61284696820642,11.567916986834588
V0081,SAPPHIRE UNITY 668,IMO9463711|MMSI698668350,CMA CGM,302.0391804583433,43.89182201667941,14.742841256389696
V0082,GULF EAGLE 342,IMO9336653|MMSI512313264,ZIM,328.20946454246365,43.544435843842784,12.600633301331795
V0083,MT PHOENIX 91,IMO9329795|MMSI671011200,Evergreen,343.2920858054076,38.80625041161792,11.74585944926883
V0084,TRITON EAGLE 56,IMO9196694|MMSI956670062,Adani Logistics,339.9502026264923,45.2441734490227,13.227353476691334
V0085,INDIA UNITY 135,IMO9972735|MMSI709268943,Hapag-Lloyd,186.40332310308816,23.31779568531621,11.468176146532901
V0086,ATLANTIC CHALLENGER 163,IMO9325845|MMSI991458887,Samsara Shipping,226.6614507390451,37.533055430673116,12.236829481263205
V0087,OOCL NAVIGATOR 853,IMO9161450|MMSI935126623,ZIM,356.40203846660347,51.41130814348193,11.820534672817256
V0088,SAPPHIRE TRADER 341,IMO9578727|MMSI983503591,ZIM,219.00645545303166,34.65249629454692,12.121078954186915
V0089,NEPTUNE EXPLORER 877,IMO9813217|MMSI841066404,Samsara Shipping,280.09391938651993,47.80171816183223,14.914522056649158
V0090,SAPPHIRE STAR 130,IMO9526690|MMSI756476596,CMA CGM,243.54411602670515,42.68491728273774,12.651224691829727
V0091,TRITON STAR 740,IMO9151157|MMSI840211187,Adani Logistics,334.02708749490836,49.0269708102348,13.762770727001033
V0092,BAY SPIRIT 710,IMO9416791|MMSI486237917,ONE,252.68830118985954,38.89647363435767,13.13479100048063
V0093,MT SPIRIT 71,IMO9246174|MMSI708570854,ZIM,249.66937299688973,37.49669916489772,15.645098512102173
V0094,TRITON HORIZON 711,IMO9314012|MMSI431081879,Maersk,312.72555960369874,46.65142772583512,11.739357603067893
V0095,ORION HORIZON 251,IMO9556968|MMSI842437192,COSCO,279.89811791182075,39.49902678282924,15.224860163430137
V0096,NEPTUNE SPIRIT 700,IMO9252528|MMSI934366139,Maersk,247.60914709936642,33.678034181553514,10.93234036756954
V0097,INDIA NAVIGATOR 10,IMO9942573|MMSI899561877,ZIM,331.7887135908056,41.465935822823674,11.684512616098369
V0098,GULF SPIRIT 307,IMO9669975|MMSI855598254,ZIM,313.10212260964823,48.65996584851777,11.505958610142843
V0099,SAPPHIRE PRIDE 243,IMO9399889|MMSI785429460,Evergreen,295.846672647344,48.76135884679951,12.63068473448918
V0100,INDIA STAR 580,IMO9907088|MMSI452660856,Evergreen,288.289161711665,37.0787720295791,11.968371622268988
V0101,GULF EXPLORER 652,IMO9199367|MMSI669108475,Samsara Shipping,169.6901467330748,26.39385552380159,10.84189776415802
V0102,ARABIAN PHOENIX 35,IMO9607727|MMSI791766764,MSC,283.7649919316101,49.39445096514846,14.764777235209394
V0103,YM EXPLORER 136,IMO9824718|MMSI979184667,Evergreen,276.58756955462974,40.75954402265354,11.43325491631912
V0104,SAPPHIRE VOYAGER 765,IMO9912677|MMSI763692735,ONE,359.9040734613029,44.96515073109491,14.051288778058407
V0105,NEPTUNE UNITY 375,IMO9094689|MMSI823671208,Hapag-Lloyd,277.779277666455,41.42022772427791,13.82117576554157
V0106,NEPTUNE NAVIGATOR 963,IMO9389518|MMSI516335741,ONE,252.22847433509008,34.78518277530892,10.053785592365413
V0107,TRITON CHALLENGER 310,IMO9680776|MMSI838404342,Maersk,292.38938626157335,48.81853887054294,13.70848322655353
V0108,OOCL PRIDE 241,IMO9930358|MMSI977186272,ZIM,266.3806991690361,33.151288375462364,12.709233443717778
V0109,APL EAGLE 671,IMO9103831|MMSI925432379,Samsara Shipping,258.0381914414859,38.08178218584267,12.912819869775442
V0110,PACIFIC PHOENIX 456,IMO9996729|MMSI653524015,COSCO,344.05135127403025,41.343430108463565,13.673275672996109
V0111,NEPTUNE VOYAGER 195,IMO9128093|MMSI888249062,MSC,308.56338495687555,38.63594147001711,15.129612252531793
V0112,ATLANTIC HORIZON 806,IMO9592002|MMSI620337809,COSCO,164.74134629194504,23.202574575233193,10.61496778698617
V0113,BAY HORIZON 808,IMO9944275|MMSI403044648,Hapag-Lloyd,213.6775176425892,43.390608119532736,11.276281092176008
V0114,OOCL NAVIGATOR 888,IMO9027032|MMSI541522640,CMA CGM,371.73979384833586,52.889556813412554,11.692454378552622
V0115,YM VOYAGER 54,IMO9132915|MMSI852002959,MSC,229.41589286802,36.411258641014996,11.017527933859936
V0116,ORION NAVIGATOR 111,IMO9514084|MMSI876271425,Evergreen,160.88057590493648,24.561768160738144,9.553696363290818
V0117,INDIA SPIRIT 649,IMO9613799|MMSI988793237,CMA CGM,305.59566241506525,46.24906337995258,12.531350709220222
V0118,ORION PRIDE 813,IMO9735869|MMSI522851168,ZIM,243.37263831722933,40.13000341943339,10.603990094928633
V0119,ATLANTIC EAGLE 348,IMO9867611|MMSI886940738,ZIM,279.28180077069663,49.2987234758647,14.766850154421382
V0120,INDIA TRADER 977,IMO9160053|MMSI909241268,COSCO,357.0048141251452,39.07777983283501,14.157559852328644
V0121,GULF HORIZON 570,IMO9062894|MMSI753954673,Maersk,333.94898521680375,52.20912385195282,12.897338392003624
V0122,ARABIAN TRADER 107,IMO9605991|MMSI944830077,ONE,333.74830951027764,39.60395558268563,12.102354581569855
V0123,GULF PRIDE 781,IMO9292099|MMSI642836476,COSCO,233.36686168341387,34.332966983839995,10.521195586976201
V0124,YM VOYAGER 720,IMO9799444|MMSI731769776,MSC,340.3013657007711,50.93294185020155,11.15006168125246
V0125,NEPTUNE PRIDE 146,IMO9776962|MMSI432917811,Samsara Shipping,336.7938948601863,44.62527595588329,13.764199891809206
V0126,BAY HORIZON 379,IMO9326775|MMSI748303473,ZIM,333.947428602761,42.6895673260822,11.035873123579481
V0127,YM SPIRIT 51,IMO9706707|MMSI487597497,CMA CGM,296.42443155911843,47.24004592436383,14.594253699094981
V0128,INDIA EXPLORER 774,IMO9537234|MMSI522210617,Evergreen,249.04878477147815,45.45685510069257,11.422780112352644
V0129,ARABIAN STAR 226,IMO9414463|MMSI458821683,Adani Logistics,203.8586417788491,31.937147516379056,10.036770104421208
V0130,ARABIAN TRADER 123,IMO9008105|MMSI934063428,ONE,327.6930727436964,48.65339963440746,14.72133583462495
V0131,GULF PRIDE 407,IMO9903625|MMSI445421708,Adani Logistics,305.63872532402894,43.82221729280268,13.05355096560838
V0132,ORION SPIRIT 415,IMO9743963|MMSI848495473,Samsara Shipping,291.6608120282542,39.3039171658614,12.071874174839342
V0133,TRITON CHALLENGER 942,IMO9379430|MMSI494628740,Samsara Shipping,243.24095374027817,41.46926041437365,12.313618672900258
V0134,APL NAVIGATOR 78,IMO9185751|MMSI930554118,Samsara Shipping,253.3078986285505,39.824384959190795,12.606217003408862
V0135,APL PHOENIX 70,IMO9491699|MMSI874817290,COSCO,303.19902048570196,41.36412815080051,12.996437395838795
V0136,CS VOYAGER 473,IMO9473866|MMSI440380477,Adani Logistics,370.30585192646225,43.57929145419438,13.991990386714287
V0137,NEPTUNE PHOENIX 595,IMO9581242|MMSI444047803,Samsara Shipping,348.3208890986912,48.49465741518996,13.271195461012104
V0138,SAPPHIRE UNITY 155,IMO9064879|MMSI883745511,COSCO,234.9488225957813,37.86697006766308,12.985494804936522
V0139,YM STAR 254,IMO9741995|MMSI870039364,Adani Logistics,331.5483625295306,50.33912763946419,14.175843715311412
V0140,ARABIAN EAGLE 419,IMO9812085|MMSI763318956,COSCO,,,
V0141,OOCL UNITY 695,IMO9405341|MMSI705100495,COSCO,,,
V0142,APL TRADER 318,IMO9687923|MMSI820861681,Maersk,282.2202938772717,52.17408360651192,13.929752694349714
V0143,NEPTUNE NAVIGATOR 811,IMO9344432|MMSI537217505,Adani Logistics,373.6748407340756,43.63671085149309,13.486168979854355
V0144,GULF STAR 372,IMO9323869|MMSI593555835,Evergreen,245.27563706689614,35.98898199545041,11.456174217601417
V0145,APL HORIZON 80,IMO9310160|MMSI508599066,Hapag-Lloyd,265.4965096573966,38.231501059784364,12.785124623427762
V0146,APL SPIRIT 386,IMO9161745|MMSI574211616,Samsara Shipping,,,
V0147,ORION TRADER 693,IMO9754540|MMSI655046107,MSC,270.3007149925929,47.63499919860504,14.006000888094507
V0148,ATLANTIC VOYAGER 989,IMO9847903|MMSI903601664,Adani Logistics,321.20083933568736,40.36998857750437,11.509392576779929
V0149,NEPTUNE UNITY 541,IMO9438997|MMSI574008639,ONE,318.31196219533166,41.80403924972252,13.375001726071885
V0150,SAPPHIRE TRADER 568,IMO9979677|MMSI510154881,MSC,282.81263703307366,34.486304773752636,10.52712030568553
V0151,YM VOYAGER 461,IMO9949282|MMSI951208305,Maersk,334.70160127688956,43.29126983237738,12.867302604323447
V0152,MV EAGLE 55,IMO9415712|MMSI939026034,COSCO,242.96682213006423,43.29130035204533,10.207067858604075
V0153,MV TRADER 954,IMO9103896|MMSI760015275,Hapag-Lloyd,303.99779805650826,46.211703599057394,10.792099565813333
V0154,SAPPHIRE PHOENIX 631,IMO9005506|MMSI485068029,CMA CGM,242.39395079006164,38.29626490350158,10.400480872082888
V0155,ARABIAN EXPLORER 309,IMO9127767|MMSI451270577,Maersk,178.46715023655244,27.90648500219189,8.873110063138686
V0156,SAPPHIRE SPIRIT 549,IMO9017233|MMSI953380476,Maersk,306.7452280543607,47.08138726867303,11.198874266257002
V0157,GULF EXPLORER 585,IMO9436802|MMSI601126777,MSC,274.3395959081527,43.79221041909801,11.762942335625105
V0158,MV EAGLE 895,IMO9492972|MMSI446744734,Adani Logistics,354.90947347629,46.083719916667626,13.90403971446556
V0159,CS CHALLENGER 795,IMO9989441|MMSI891429705,CMA CGM,361.8439566050968,49.4293407545,13.19340621300614
V0160,ARABIAN UNITY 408,IMO9855015|MMSI983074770,COSCO,289.0249088998611,39.22554090127243,15.243332372600525
V0161,GULF STAR 887,IMO9687584|MMSI756401418,ONE,250.74525594485252,37.421978480372914,12.724507647039168
V0162,NEPTUNE TRADER 998,IMO9195892|MMSI932794158,ZIM,224.77748354970004,39.826230249898884,10.910268858545987
V0163,CS EAGLE 617,IMO9862287|MMSI593763673,Evergreen,339.6198292342013,50.85808145908867,13.293500312864333
V0164,ARABIAN PHOENIX 618,IMO9752524|MMSI857538651,ONE,305.43430372178005,52.14390831338831,12.42389412720142
V0165,ORION VOYAGER 655,IMO9829924|MMSI461587757,COSCO,244.07842969781692,41.86562503921163,11.170785853528786
V0166,APL SPIRIT 695,IMO9819264|MMSI870484488,MSC,261.2880933786596,38.3214052154938,12.04984588553224
V0167,MT SPIRIT 158,IMO9712048|MMSI883100677,Evergreen,279.5996374804331,32.99426729838986,12.586406996969178
V0168,GULF EAGLE 322,IMO9681113|MMSI699240862,Adani Logistics,298.85892885239116,46.65121525447986,13.211915307737362
V0169,NEPTUNE UNITY 121,IMO9274492|MMSI679484009,Adani Logistics,262.55285284990777,36.70447431719116,10.477053739402203
V0170,OOCL HORIZON 874,IMO9077649|MMSI885377142,Hapag-Lloyd,294.9911850985932,51.134121969251105,14.157690002991318
V0171,CS UNITY 556,IMO9304466|MMSI722076028,COSCO,221.2836513550503,41.0447319629313,11.151793979460079
V0172,ATLANTIC PRIDE 206,IMO9830541|MMSI549117905,Adani Logistics,336.35623876058344,42.15581836457829,14.15627943781135
V0173,APL SPIRIT 906,IMO9090403|MMSI470596494,ZIM,300.9940003927253,49.053010238969776,15.467029042208209
V0174,CS HORIZON 996,IMO9332427|MMSI479634081,Evergreen,351.62684226275957,50.14429746681515,11.773198077143611
V0175,YM HORIZON 444,IMO9527290|MMSI459499094,Adani Logistics,267.4229861408548,40.56668309749304,13.150755063234522
V0176,BAY CHALLENGER 231,IMO9362831|MMSI957162259,CMA CGM,297.3624726038034,46.69586573927766,14.065043122847097
V0177,INDIA HORIZON 641,IMO9317534|MMSI972817675,Adani Logistics,359.0312413217652,44.00185112362652,12.764451260080035
V0178,BAY SPIRIT 43,IMO9865322|MMSI430465806,Samsara Shipping,307.18270165215193,46.87885702283093,11.52500867418111
V0179,ORION SPIRIT 655,IMO9031757|MMSI934764290,Samsara Shipping,316.5605415354763,41.01473284131824,13.955228005485834
V0180,NEPTUNE VOYAGER 465,IMO9076517|MMSI464331134,Hapag-Lloyd,236.42124215484063,33.878470324962876,11.919740117795133
V0181,SAPPHIRE UNITY 479,IMO9522987|MMSI731292818,CMA CGM,357.39622629474945,48.75659387951645,11.624972317822564
V0182,PACIFIC SPIRIT 362,IMO9051021|MMSI454267347,Hapag-Lloyd,286.2727180774333,51.069988020503665,13.08951075363726
V0183,MV PRIDE 442,IMO9140440|MMSI683975609,ONE,204.1009305253362,40.865197890693956,11.569790500245762
V0184,MT SPIRIT 576,IMO9204110|MMSI789256938,Evergreen,227.92698832021873,36.0356654677152,10.15749371099217
V0185,OOCL HORIZON 999,IMO9101377|MMSI822950895,Samsara Shipping,388.4589647707931,39.66664881435899,15.666340038800026
V0186,NEPTUNE UNITY 42,IMO9047504|MMSI441783553,Hapag-Lloyd,353.09269482672664,40.807991636581434,11.772462156895669
V0187,APL TRADER 954,IMO9642848|MMSI742019016,CMA CGM,343.65073791164525,49.59584968103267,12.630723059742502
V0188,SAPPHIRE CHALLENGER 577,IMO9314353|MMSI909912042,Adani Logistics,266.27324807957154,38.43081403476111,12.428712739242615
V0189,ARABIAN CHALLENGER 894,IMO9721466|MMSI428612164,Samsara Shipping,346.80079243122145,53.29221540478606,11.97219074636762
V0190,SAPPHIRE HORIZON 537,IMO9659580|MMSI808226265,Samsara Shipping,234.78751653792094,31.04382897435027,12.459713164411882
V0191,MV PHOENIX 322,IMO9439122|MMSI562598077,Hapag-Lloyd,320.6145859163179,47.20662875993267,13.34212852577933
V0192,APL UNITY 213,IMO9588132|MMSI749019278,MSC,257.5429137601576,40.05638278063968,11.781639664441373
V0193,TRITON UNITY 351,IMO9572808|MMSI780412754,CMA CGM,354.1473560536552,41.78732689212141,13.720809049832209
V0194,ATLANTIC VOYAGER 572,IMO9312999|MMSI641449138,Hapag-Lloyd,309.19211515849724,51.60161977062839,15.202112740990554
V0195,BAY PHOENIX 358,IMO9587713|MMSI693622794,ZIM,213.53223343864437,39.44397932817159,13.63136920977287
V0196,APL VOYAGER 44,IMO9301602|MMSI484857208,COSCO,275.19637929657307,32.82889636564932,10.775548397723178
V0197,PACIFIC UNITY 278,IMO9978346|MMSI691651334,Hapag-Lloyd,298.1835910763636,37.744059612970425,12.751349706676498
V0198,ATLANTIC NAVIGATOR 239,IMO9055040|MMSI507586738,MSC,279.93200272820064,44.14781968769096,12.062145716367922
V0199,YM EAGLE 669,IMO9980452|MMSI910778600,MSC,312.781425088094,47.50343494984226,14.324071086525693
V0200,MT PRIDE 668,IMO9602022|MMSI649344539,ONE,228.08994510981597,40.28077954115918,13.139634240284497
V0201,YM STAR 857,IMO9416278|MMSI931914410,Evergreen,257.3478905610244,35.84967188143284,11.167453258891017
V0202,ARABIAN SPIRIT 618,IMO9112512|MMSI759748735,MSC,288.113468424981,45.66273735317606,15.306364098641891
V0203,TRITON VOYAGER 198,IMO9848102|MMSI520953538,Adani Logistics,290.69237958465555,50.9142381997925,13.098779852539009
V0204,MV CHALLENGER 346,IMO9829179|MMSI716779880,CMA CGM,244.85463517678198,41.84266921420421,10.951765251840303
V0205,ORION UNITY 336,IMO9090951|MMSI830391423,Evergreen,266.9175910219724,34.23801490238969,12.633410952213653
V0206,ATLANTIC STAR 268,IMO9402206|MMSI652889019,COSCO,210.74329593144927,35.93417453175553,10.472890415491031
V0207,MV VOYAGER 670,IMO9377017|MMSI653727962,Samsara Shipping,295.14623443485914,42.936727516598204,14.01654625937942
V0208,ARABIAN CHALLENGER 121,IMO9669737|MMSI716794215,Evergreen,265.0940652872089,36.011931076456754,11.722710702424799
V0209,TRITON CHALLENGER 621,IMO9391774|MMSI846510829,CMA CGM,266.5715026763896,32.076427431634265,12.002284226159514
V0210,CS UNITY 458,IMO9553829|MMSI788463544,Samsara Shipping,328.3748598064365,50.23266909633724,15.133508457688343
V0211,APL HORIZON 336,IMO9895993|MMSI958712474,Samsara Shipping,302.6372890166057,38.18881145062101,11.735155122134659
V0212,TRITON STAR 465,IMO9138353|MMSI951095672,Adani Logistics,197.6034127149905,37.298155003361046,11.71663258086488
V0213,NEPTUNE VOYAGER 837,IMO9003161|MMSI633969748,MSC,236.6150683924087,39.261672366213766,12.792168543162047
V0214,MT PRIDE 957,IMO9495002|MMSI434075063,Adani Logistics,206.0911996806295,33.214382377462215,10.419344609148073
V0215,NEPTUNE PHOENIX 891,IMO9961664|MMSI805333621,COSCO,327.1164033300279,51.10481309472444,14.560042006112516
V0216,MV EXPLORER 212,IMO9070559|MMSI508337018,Evergreen,210.48514721635416,44.149766214324764,12.233141936009911
V0217,NEPTUNE PHOENIX 240,IMO9565979|MMSI633291033,MSC,233.88233755959072,28.302481188909592,10.300610860451057
V0218,ATLANTIC CHALLENGER 590,IMO9334394|MMSI744311548,ONE,253.57542023757355,33.99366515815092,13.628411626615533
V0219,INDIA STAR 571,IMO9994595|MMSI588047830,ONE,251.11958314848334,43.300511637648285,11.366906534861283
V0220,NEPTUNE UNITY 327,IMO9730132|MMSI847025173,COSCO,283.72840647228054,40.150697545803375,11.849086138869227
V0221,ATLANTIC EXPLORER 308,IMO9899197|MMSI554996504,ZIM,261.7052149374874,33.05291828864901,11.036953131964452
V0222,APL EAGLE 249,IMO9267382|MMSI618331154,Evergreen,253.38242402676138,42.02021598279341,12.869520722846346
V0223,PACIFIC STAR 275,IMO9395489|MMSI442463863,Maersk,,,
V0224,BAY VOYAGER 980,IMO9953149|MMSI416464447,Hapag-Lloyd,263.0780382966023,42.29064467577766,13.23892125512346
V0225,ATLANTIC CHALLENGER 619,IMO9737954|MMSI619594317,ZIM,203.10510036056925,41.08448703838856,11.586493399047638
V0226,TRITON UNITY 665,IMO9376710|MMSI731165907,Evergreen,228.16936584111497,37.68293788227942,10.357313535217548
