schedule_id,vessel_id,vessel_name,imo_mmsi,line_operator,cargo_type,terminal_code,berth_id,eta_ts,ata_ts,atb_ts,atd_ts,etc_ts,anchorage_ts,status,quantity,waiting_time_hours,service_time_hours,eta_error_hours
MC00000035,V0035,OOCL EAGLE 894,IMO9040605|MMSI905399561,CMA CGM,vehicles,RORO,RORO-R1,2025-02-06 17:40:47.839,2025-02-06 17:05:17.411,2025-02-07 01:07:34.292,2025-02-07 11:49:37.554,2025-02-07 10:18:47.016,2025-02-06 16:28:28.118,completed,4296 units,8.038022554166668,10.70090610694444,-0.5917854808333334
MC00000036,V0036,ATLANTIC EXPLORER 25,IMO9692094|MMSI607371533,ONE,container,CT4,CT4-B3,2025-02-06 17:27:04.273,2025-02-06 14:48:01.174,2025-02-07 16:47:11.502,2025-02-08 10:23:51.624,2025-02-08 06:50:06.255,,completed,1737 TEU,25.98620236027778,17.61114484111111,-2.650860929722222
MC00000037,V0037,NEPTUNE NAVIGATOR 864,IMO9562262|MMSI755569462,COSCO,container,CT1,CT1-B3,2025-02-06 11:45:45.022,2025-02-06 13:35:26.069,2025-02-07 01:50:19.894,2025-02-08 00:58:24.182,2025-02-07 20:16:53.952,2025-02-06 12:24:08.589,completed,1418 TEU,12.24828476138889,23.13452424194444,1.828068783888889
MC00000038,V0038,INDIA STAR 112,IMO9625550|MMSI866609283,Samsara Shipping,container,CT3,CT3-B2,2025-02-06 15:56:30.387,2025-02-06 23:33:54.411,2025-02-07 10:35:29.254,2025-02-08 10:56:40.488,2025-02-08 04:58:25.128,2025-02-06 20:02:38.078,completed,4867 TEU,11.0263452425,24.35312048055556,7.623340190555556
MC00000039,V0039,PACIFIC VOYAGER 46,IMO9743215|MMSI868213197,Evergreen,container,CT4,CT4-B1,2025-02-06 09:58:21.250,2025-02-06 15:23:48.979,2025-02-07 10:52:03.453,2025-02-08 23:11:09.860,2025-02-08 18:47:13.696,,completed,2405 TEU,19.47068718,36.31844637972223,5.4243690975
MC00000040,V0040,CS NAVIGATOR 943,IMO9346239|MMSI737064353,Evergreen,container,CT2,CT2-B3,2025-02-06 16:23:57.749,2025-02-06 16:23:44.749,2025-02-07 16:26:24.432,2025-02-08 18:10:48.079,2025-02-08 15:37:03.842,,completed,1168 TEU,24.04435618166667,25.73990199388889,-0.003611138888888889
MC00000041,V0041,BAY EAGLE 714,IMO9310016|MMSI995295870,Evergreen,container,CT3,CT3-B3,2025-02-06 17:49:01.900,2025-02-06 19:13:49.584,2025-02-07 06:04:24.086,2025-02-07 14:15:30.070,2025-02-07 13:13:22.524,2025-02-06 17:22:08.885,completed,5661 TEU,10.84291703055556,8.184995723888889,1.413245716388889
MC00000042,V0042,ARABIAN EAGLE 562,IMO9874224|MMSI400435874,Samsara Shipping,container,CT4,CT4-B2,2025-02-06 09:15:45.833,2025-02-06 13:38:16.403,2025-02-06 22:18:52.885,2025-02-07 12:13:55.238,2025-02-07 09:36:36.978,2025-02-06 11:46:43.198,completed,2783 TEU,8.676800662222222,13.91732013444445,4.375158281111111
MC00000043,V0043,TRITON PHOENIX 692,IMO9224082|MMSI948868899,ZIM,fertilizer,SB,SB-B2,2025-02-06 11:20:06.897,2025-02-06 15:30:08.762,2025-02-07 16:29:30.946,2025-02-09 02:09:52.020,2025-02-09 03:37:00.439,2025-02-06 14:21:48.181,completed,15156 tonnes,24.98949541111111,33.67252072444445,4.167184828333333
MC00000044,V0044,BAY PRIDE 839,IMO9998243|MMSI652188235,ONE,container,CT2,CT2-B1,2025-02-06 09:41:53.634,2025-02-06 12:04:49.068,2025-02-07 06:02:39.413,2025-02-07 17:40:01.702,2025-02-07 16:52:21.564,,completed,3487 TEU,17.96398459194445,11.62285820472222,2.382065063888889
MC00000045,V0045,MT EXPLORER 487,IMO9640967|MMSI478198716,MSC,grains,NB,NB-B2,2025-02-06 19:50:38.248,2025-02-07 04:24:22.176,2025-02-07 21:54:48.274,2025-02-09 21:34:13.808,2025-02-09 16:12:16.672,2025-02-07 00:06:44.555,completed,11868 tonnes,17.507249465,47.65709266444444,8.56220227861111
MC00000046,V0046,NEPTUNE EXPLORER 152,IMO9687926|MMSI405953697,ZIM,container,CT2,CT2-B4,2025-02-06 09:00:58.861,2025-02-06 13:24:59.572,2025-02-07 16:41:21.728,2025-02-08 17:32:27.507,2025-02-08 15:14:52.219,,completed,2097 TEU,27.27282099888889,24.85160544,4.400197410833333
MC00000047,V0047,YM CHALLENGER 531,IMO9487115|MMSI453921577,Hapag-Lloyd,crude,LJ,LJ-J2,2025-02-07 00:29:00.000,2025-02-06 22:17:40.997,2025-02-07 03:08:14.148,2025-02-07 22:32:51.879,2025-02-07 23:08:49.713,,completed,95038 tonnes,4.842541928611111,19.41048090055556,-2.188611987777778
MC00000048,V0048,TRITON NAVIGATOR 544,IMO9586075|MMSI740696084,CMA CGM,grains,NB,NB-B4,2025-02-07 00:13:00.000,2025-02-06 22:15:35.821,2025-02-08 12:39:16.239,2025-02-09 18:24:15.926,2025-02-09 17:35:47.901,,completed,21735 tonnes,38.39456054305556,29.74991293694444,-1.956716363055556
MC00000049,V0049,SAPPHIRE PHOENIX 266,IMO9788295|MMSI665471644,CMA CGM,container,CT4,CT4-B4,2025-02-07 00:04:00.000,2025-02-07 02:09:48.044,2025-02-08 03:23:16.426,2025-02-09 01:42:22.098,2025-02-09 00:49:09.184,,completed,1860 TEU,25.22455059888889,22.31824207194445,2.096678976666667
MC00000050,V0050,TRITON PRIDE 731,IMO9299607|MMSI651785565,ONE,container,CT4,CT4-B2,2025-02-06 16:04:50.354,2025-02-06 18:44:54.750,2025-02-07 00:18:07.669,2025-02-07 15:38:12.326,2025-02-07 13:33:58.884,2025-02-06 14:58:37.647,completed,3366 TEU,5.553588685277778,15.33462668138889,2.667887800277778
MC00000051,V0051,ATLANTIC EAGLE 711,IMO9160227|MMSI629730155,CMA CGM,container,CT1,CT1-B2,2025-02-06 09:27:38.865,2025-02-06 04:38:54.058,2025-02-06 20:35:17.492,2025-02-08 02:20:47.701,2025-02-07 20:44:52.783,2025-02-05 22:42:58.398,completed,4958 TEU,15.93984287388889,29.75839141027778,-4.812446414722222
MC00000052,V0052,PACIFIC EAGLE 399,IMO9948791|MMSI420972273,MSC,ore,NB,NB-B4,2025-02-06 09:38:19.733,2025-02-06 11:58:06.463,2025-02-07 14:19:56.769,2025-02-09 12:09:01.538,2025-02-09 11:28:19.730,2025-02-06 06:53:00.329,completed,53551 tonnes,26.36397411555555,45.81799132,2.329647204166667
MC00000053,V0053,GULF VOYAGER 772,IMO9408930|MMSI849920675,MSC,general_bulk,NB,NB-B4,2025-02-06 21:17:48.307,2025-02-06 23:51:32.778,2025-02-07 04:06:20.876,2025-02-08 07:48:00.350,2025-02-08 02:37:17.427,,completed,22613 tonnes,4.246693860277778,27.69429836583333,2.562353065
MC00000054,V7839,SAPPHIRE STAR 768,IMO9565621|MMSI455926488,Maersk,petroleum_products,SPM,SPM-2,2025-02-07 18:45:38.251,2025-02-07 11:57:15.194,2025-02-07 14:34:49.396,2025-02-08 07:55:24.206,2025-02-08 07:20:37.558,2025-02-07 11:22:52.824,completed,43860 tonnes,2.626167301111111,17.34300282638889,-6.806404748888889
MC00000055,V0055,MV EXPLORER 205,IMO9879995|MMSI421882877,MSC,coal,WB,WB-B6,2025-02-07 23:51:00.000,2025-02-08 01:35:32.009,2025-02-09 11:30:46.778,2025-02-11 11:13:36.505,2025-02-11 05:13:38.227,2025-02-07 20:45:01.251,completed,71268 tonnes,33.9207691775,47.71381320611111,1.742224603611111
MC00000056,V0056,PACIFIC PHOENIX 717,IMO9268690|MMSI796098177,Samsara Shipping,crude,SPM,SPM-1,2025-02-07 20:10:26.210,2025-02-07 18:14:09.989,2025-02-08 08:58:32.683,2025-02-09 13:02:48.627,2025-02-09 08:16:57.436,2025-02-07 16:34:14.481,completed,70280 tonnes,14.73963716305555,28.0710955675,-1.937839246388889
MC00000057,V0057,OOCL SPIRIT 27,IMO9974008|MMSI734961542,ONE,container,CT1,CT1-B2,2025-02-07 11:16:32.037,2025-02-07 17:46:36.268,2025-02-08 07:27:43.979,2025-02-08 21:19:12.683,2025-02-08 18:42:08.714,2025-02-07 12:29:01.193,completed,2503 TEU,13.68547544916667,13.85797323972222,6.501175238611111
MC00000058,V0058,CS SPIRIT 708,IMO9870917|MMSI660757540,Hapag-Lloyd,grains,SB,SB-B2,2025-02-07 18:26:24.459,2025-02-07 20:18:13.541,2025-02-08 17:59:12.277,2025-02-10 07:13:51.054,2025-02-10 08:52:28.041,,completed,29515 tonnes,21.68298228305555,37.24410471444444,1.863633983888889
MC00000059,V0059,ORION NAVIGATOR 380,IMO9072306|MMSI943271261,COSCO,container,CT1,CT1-B1,2025-02-07 13:03:50.170,2025-02-07 16:12:08.587,2025-02-09 08:09:45.477,2025-02-10 15:50:15.796,2025-02-10 16:20:04.467,,completed,1953 TEU,39.96024718888889,31.6750885325,3.138449070833333
MC00000060,V0060,ORION TRADER 651,IMO9934884|MMSI893641365,Maersk,container,CT4,CT4-B4,2025-02-07 20:42:57.973,2025-02-08 01:39:10.011,2025-02-09 07:42:40.996,2025-02-09 23:30:43.911,2025-02-09 20:54:55.354,2025-02-07 22:35:41.917,completed,3564 TEU,30.05860680305555,15.80080993694444,4.936677191944445
MC00000061,V0061,ORION CHALLENGER 607,IMO9281433|MMSI746071904,ZIM,grains,SB,SB-B2,2025-02-07 18:45:52.993,2025-02-07 19:01:17.888,2025-02-08 10:54:18.129,2025-02-09 16:01:58.978,2025-02-09 15:14:39.814,2025-02-07 16:16:05.051,completed,43612 tonnes,15.88340044361111,29.1280135125,0.2569151494444444
MC00000062,V0062,ATLANTIC PHOENIX 584,IMO9639979|MMSI806936666,ZIM,chemicals,LJ,LJ-J2,2025-02-07 19:29:24.765,2025-02-07 21:58:55.118,2025-02-08 10:22:35.766,2025-02-09 11:26:25.719,2025-02-09 10:39:27.876,,completed,33553 tonnes,12.39462438166667,25.06387590722222,2.491764836944445
MC00000063,V0063,PACIFIC TRADER 817,IMO9270902|MMSI765436049,ZIM,container,CT3,CT3-B2,2025-02-07 05:42:29.804,2025-02-07 06:30:34.249,2025-02-07 19:53:21.223,2025-02-08 16:20:03.345,2025-02-08 13:30:44.216,2025-02-07 00:53:54.339,completed,4086 TEU,13.37971484305556,20.44503384361111,0.8012347277777778
MC00000064,V0064,PACIFIC PRIDE 248,IMO9755053|MMSI836398872,Adani Logistics,container,CT3,CT3-B1,2025-02-07 06:00:06.787,2025-02-07 11:28:57.581,2025-02-10 22:30:35.578,2025-02-11 09:09:56.926,2025-02-11 07:44:15.970,2025-02-07 09:03:23.562,completed,4244 TEU,83.02722139583334,10.65592990222222,5.480776046388889
MC00000065,V0065,MV PRIDE 302,IMO9232360|MMSI834222401,ZIM,container,CT4,CT4-B4,2025-02-07 07:05:08.335,2025-02-07 10:34:51.370,2025-02-07 15:53:11.181,2025-02-08 13:11:03.535,2025-02-08 11:19:14.238,,completed,4742 TEU,5.3055028025,21.29787631888889,3.495287651944444
MC00000066,V0066,GULF EAGLE 764,IMO9577124|MMSI755184454,Adani Logistics,container,CT3,CT3-B4,2025-02-07 23:48:00.000,2025-02-08 05:51:02.524,2025-02-08 10:15:12.958,2025-02-09 11:08:14.092,2025-02-09 09:04:52.740,2025-02-08 04:19:52.143,completed,3840 TEU,4.402898237500001,24.8836483875,6.050701123611111
MC00000067,V0067,OOCL CHALLENGER 198,IMO9330876|MMSI528370927,Hapag-Lloyd,coal,NB,NB-B3,2025-02-07 04:32:43.003,2025-02-07 05:39:25.325,2025-02-08 08:50:40.549,2025-02-10 11:01:29.702,2025-02-10 01:52:03.501,2025-02-07 02:08:08.341,completed,57010 tonnes,27.18756210166667,50.18032042166667,1.111756135833333
MC00000068,V0068,SAPPHIRE VOYAGER 742,IMO9618226|MMSI963324548,Hapag-Lloyd,container,CT2,CT2-B2,2025-02-07 14:06:18.860,2025-02-07 19:00:03.477,2025-02-08 20:34:34.732,2025-02-09 18:48:12.445,2025-02-09 16:19:27.019,,completed,5913 TEU,25.57534855888889,22.227142495,4.895726955277778
MC00000069,V0069,GULF HORIZON 310,IMO9014835|MMSI973523188,Hapag-Lloyd,container,CT2,CT2-B3,2025-02-07 21:57:04.503,2025-02-07 21:46:18.745,2025-02-08 08:57:13.698,2025-02-08 14:26:39.435,2025-02-08 14:32:06.346,,completed,5086 TEU,11.18193141388889,5.490482517222222,-0.1793771525
MC00000070,V0070,APL NAVIGATOR 890,IMO9789359|MMSI927076988,ONE,ore,WB,WB-B5,2025-02-07 11:45:06.596,2025-02-07 08:23:49.410,2025-02-08 00:27:18.636,2025-02-09 08:53:07.176,2025-02-09 01:41:43.817,2025-02-07 05:04:08.230,completed,79840 tonnes,16.05811819611111,32.43014990972222,-3.354773873333333
MC00000071,V0071,TRITON TRADER 189,IMO9053872|MMSI671096600,ZIM,coal,NB,NB-B4,2025-02-07 17:28:54.166,2025-02-07 15:06:42.108,2025-02-07 21:15:15.111,2025-02-10 04:38:43.731,2025-02-09 15:01:31.059,2025-02-07 09:19:31.152,completed,25615 tonnes,6.142500830833334,55.39128343444445,-2.370016038055555
MC00000072,V3180,CS SPIRIT 645,IMO9719796|MMSI457562304,ZIM,container,CT1,CT1-B4,2025-02-07 20:21:07.560,2025-02-07 18:54:46.644,2025-02-08 07:42:10.309,2025-02-09 06:58:50.279,2025-02-09 03:58:14.984,2025-02-07 15:35:56.256,completed,2831 TEU,12.78990694861111,23.27776959722222,-1.439143430833333
MC00000073,V0073,OOCL UNITY 783,IMO9436390|MMSI642329714,Hapag-Lloyd,container,CT3,CT3-B1,2025-02-07 14:46:17.480,2025-02-07 13:05:35.060,2025-02-08 13:47:50.400,2025-02-09 09:23:18.796,2025-02-09 06:43:08.477,,completed,2731 TEU,24.70426106861111,19.59122129722222,-1.678450112777778
MC00000074,V0074,ORION VOYAGER 583,IMO9651194|MMSI464671796,Samsara Shipping,vehicles,RORO,RORO-R1,2025-02-07 18:26:46.003,2025-02-07 18:47:24.326,2025-02-08 06:16:24.435,2025-02-08 16:31:22.876,2025-02-08 16:36:58.373,2025-02-07 13:33:15.629,completed,940 units,11.48336378555556,10.24956697305555,0.3439783586111111
MC00000075,V0075,CS HORIZON 246,IMO9182256|MMSI992697161,ONE,container,CT2,CT2-B2,2025-02-07 22:30:34.433,2025-02-08 00:18:16.029,2025-02-08 20:23:15.393,2025-02-10 03:15:17.005,2025-02-10 03:02:27.774,,completed,2951 TEU,20.08315655333333,30.86711449083333,1.794887685277778
MC00000076,V0076,MT EXPLORER 296,IMO9741296|MMSI703566540,ONE,general_bulk,NB,NB-B4,2025-02-07 11:34:53.657,2025-02-07 11:06:32.690,2025-02-08 01:00:00.541,2025-02-09 10:53:46.485,2025-02-09 08:55:13.549,2025-02-07 08:07:05.051,completed,57583 tonnes,13.891069565,33.89609546694444,-0.4724907641666666
MC00000077,V2257,PACIFIC EAGLE 118,IMO9571015|MMSI641387305,Samsara Shipping,coal,WB,WB-B3,2025-02-07 20:39:02.650,2025-02-07 23:05:51.187,2025-02-08 18:40:00.407,2025-02-11 09:27:39.144,2025-02-10 19:00:56.204,2025-02-07 19:03:48.150,completed,36155 tonnes,19.56922784527778,62.79409364055555,2.446815716944445
MC00000078,V0078,YM VOYAGER 610,IMO9785339|MMSI709893263,MSC,fertilizer,WB,WB-B1,2025-02-07 21:21:03.992,2025-02-08 00:58:34.129,2025-02-09 09:40:21.486,2025-02-11 10:13:35.352,2025-02-11 10:58:22.806,,completed,16261 tonnes,32.69648786166667,48.55385182027778,3.625038156388889
